evaluation,label
风行互联网电视收到已有一周，认真做出一下评价，京东配送效率奇高。农村网点全覆盖无死角，免费安装，免费调试。电视清晰自然，远超逾期，属于京东商城性价比最高的电视。操作简单，内容丰富多彩，老少皆宜的操作风格，风行值得拥有。下次要买就买风行的量子电视。介绍就是高大上。谁看谁知道。,正面
索尼电视机，效果不错，使用了几天，没见什么毛病、以后会继续支持索尼：,正面
还不错啊，够大个，送给刚搬新家的岳父大人的礼物，他很喜欢，画质不错，赞一个,正面
很满意的一次购物 不错,正面
大品牌就是好，腾讯视频看大片非常清晰！还支持第三方应用下载。买大家电还是上京东！！！,正面
很好！物流快服务好！,正面
电视挺好的，双十二活动买的价钱比较便宜，样式美观，全家都很喜欢！,正面
效果不错，支持国货，比我原来的夏普好,正面
电视怎么样还不知道。人在外地，感觉便宜是TCl产的，才买的，,正面
买给家里老人的，效果很好，服务也很好，乡下还送货上门。,正面
风行65寸和小米55寸放一起，大了好多，连接蓝牙音响，看电影舒服，特价抢购的，第三天就送到家了。,正面
"我是*购买的创维65H7，电视就是试了几个钟。本打算买65G8S的，最终还是选了这款！65h7，cpu是a73，内存ddr4，但是闪存可用只有*G。内存呢只有980M可用，电视机整体设计时尚，显示效果很惊艳，U盘上2K高清片源,清晰度算可以，色彩就是太鲜艳，看起来有点别扭，图片显示，也是4K高清图，色彩异常靓丽。手动升极了酷开6.07的系统，系统响应速度快。视觉无边框，无边界方显大视野；2GDDR4+8GFLASH，配置好电视才能运行快；电视外表整体做工还行，再有就是安装师傅态度好，晚上七点多来装，就是装上去后有一点点歪，买了安装师傅活动支架*元！自带的支架有点差！上面写的是32寸到55寸！京东购物可以，物流快！京东的价还可以，价格没买高，可以保价，另外有一点遗憾就是插连接线和U盘不方便啊，每次都得把电视移出来再插！电源线在右边，我插头在左边，线不够着，得另装插座！另外现在创维已经不支持U盘安装了，我装电视猫都不行了，自带应用市场，个人感觉有点少啊！早知道不升级系统就好了！",正面
双十一买的，安装师傅来装时说这电视机空全正品。目前为止没什么问题，清晰度也高的。大件电器都京东自营买的。,正面
4k清晰 接电脑很不错,正面
大电视，非常棒！比实体便宜。挂在新家很气派。客服热情，有问必答，是一次愉快的网购。会推荐给朋友。祝店家生意兴隆！,正面
不错～～～～,正面
刚收到货，看着很不错，用一段时间再来追评,正面
价格实惠,正面
性能不错，运作速度蛮快的,正面
不错，性价比高！图像很清晰，音质也可以！！！！,正面
物流快，价格低廉，适合老百姓，信赖，支持！,正面
画面色彩饱和度非常好，曲面电视的可视范围要比一般的平面电视更大，美感十足。整机的外观非常简洁大气。采用超窄微边框设计，搭配曲面屏在视觉上可以说令屏幕和边框无缝兼容，一眼看上去仿佛整个正面都是屏幕。电视的底座为三角金属镂空底座，初看感觉一般，甚至有点另类，但由于其高度相比其他底座要高出许多，搭配白色电视柜和背景墙显得越发简洁现代，299的额外价格虽然不便宜，但也算物有所值。总之，总价3600能拿下16g内存的55寸曲面屏，性价比非常出众。,正面
评论里有好多人有各种问题，买之前很担心，但是今天收到货都很完美，电视很大很漂亮，也很清晰，很流畅一点不卡，也可以安装第三方软件，总之这款电视值得购买，现在没有评论送会员了，所以不存强制评价了,正面
商品外观很漂亮，接口也很丰富。收到货后自己安装好座架试了一下，启动速度比较快，屏幕比较清晰，音质也比较好。少儿节目也比较丰富，连小孩子也很喜欢。总之对电视非常满意。更令人没想到的是，收到货后预约安装挂架，结果不到半小时，风行师傅就上门安装了，真是太神速了。本来以为小地方，没有风行售后，要好几天才能上门安装呢，真是太令人惊喜了 晒单： 收起 向左转 向右转,正面
很好用，物有所值。 晒单： 收起 向左转 向右转,正面
电视还是蛮好的，便宜的49 4k好用就好，据说要送的3年会员也蛮期待的 晒单： 收起 向左转 向右转 2017-12-21 21:15:54 追加： 送货速度很快，会提前预约，但改签好像只能修改日期。操作速度还是很快的，高清接口为hdmi2.0 不是简配的1.4，4k完美支持。 丈母娘家 找个电力猫支持iptv爽歪歪。 目前好像有广告，就等送的会员了。 收起 向左转 向右转,正面
小米电视很不错，看高清视频不卡，还能联网看，性价比高,正面
这个价位，能买这么大的电视，已经挺好的了！！！我们全家都挺满意的，就是不知道使用一段时间以后会怎么样！！！质量如何还得需要我们用时间来验证！！！如果有什么别的情况，我也会再和大家分享我的使用体验的！！！！ 晒单： 收起 向左转 向右转,正面
挺好的,正面
挺好的。,正面
不错，效果还挺好，用着再说，配送安装人员也不错,正面
该电视机海报宣传存在欺骗误导消费者行为，仅仅是一台机器而已，没有任何实际意义的应用，内置应用皆是通用应用，且不提供会员，都要付费的，产品音质一般，无3.5音频输出端子，提供的挂件结构不合理，驳接各种音视频线材很困难。 晒单： 收起 向左转 向右转,正面
挺好的，价格也挺实惠的哦！！！！！,正面
第一次买这么大的件，感觉挺好的，物流服务速度很快，发到县城用的是帮，按着也挺方便，没多一会儿就按上了。老爸老妈看着挺高兴的，就是放一会它就会卡了，死活不动了，一开始以为是网速慢，后来测了了一下，每秒7M，还是不播放，待会儿就好了，总体感觉用着挺好，再看看。,正面
第一次网上购买，外观很漂亮，质量也可以，连上无线视屏播放正常，速度快，缓冲迅速，画质很清晰，使用简单方便，界面更清爽，边下边看，高速流畅，无插件、不伤硬盘，从vcd到dvd，从网络电视到网络电影，清晰℃提高50%以上，大幅度提高启动速度。增加独立播放器模式，在登录时同样具备完整功能，并且不会影响点播的效果，以后怎样，过两年看吧，这次购买很划算，宝贝们赶紧下单吧,正面
电视机帮朋友买的，做工不错，希望质量可靠。,正面
电视非常好，色彩非常棒，清晰度很好，功能齐全，物美价廉，家人非常满意！,正面
给家里买的，挺不错的，爸妈很喜欢,正面
看上了 画面清晰 流畅 服务也很好 买了很久才申请的壁挂 服务好 很满意,正面
安装师傅给五星，服务态度超赞，还教怎么使用测试。65寸，放在大厅，大小正合适，画质还是很不错的。不得不说一句，索尼大法真的好。,正面
配送的很快，电视超薄，画质清晰，感觉很不错,正面
双十一买的，价格优惠！外观精致漂亮！ 晒单： 收起 向左转 向右转,正面
不错，质量保证，值得信赖！,正面
很不错，画面清晰。,正面
小米电视图像很清晰，功能很强大操作也很方便,正面
不错不错一直信赖京东物美价廉要多送点优惠劵就更好了,正面
第一次网上买这么贵的东西，各种焦虑纠结比较......谢谢客服的耐心解答，周五下单，周日就顺丰到家；谢谢安装师傅的专业，当天就过来安装调试电视，帮我打消疑虑，还帮我调试网络，真让人感觉温暖！电视质优价廉，商家服务周到，值得信赖，给一百个赞 晒单： 收起 向左转 向右转,正面
长虹电视，老牌子了。图像音质都比较清晰，这个价位很划算,正面
挺好的,正面
配上电信的高清机顶盒，很清晰。价钱合理该，时下该有的功能一应俱全，性价比高。,正面
